"to_date","last_name","first_name","birth_date","emp_no","title"
"9999-01-01","Thummel","Jaewon","1965-02-01",86422,"Senior Staff"
"9999-01-01","Woycyznski","Oldrich","1965-01-09",86546,"Engineer"
"9999-01-01","Lorys","Zhenhua","1965-01-01",86655,"Engineer"
"9999-01-01","Anido","JoAnne","1965-01-15",86672,"Staff"
"9999-01-01","Neiman","Keung","1965-01-16",87129,"Staff"
"9999-01-01","Coombs","Quingbo","1965-01-07",87353,"Senior Engineer"
"9999-01-01","Janetzko","Khun","1965-01-16",87714,"Assistant Engineer"
"9999-01-01","Roccetti","Yongmin","1965-01-24",87729,"Senior Staff"
"9999-01-01","Thorensen","Conor","1965-01-26",87783,"Senior Engineer"
"9999-01-01","Bresenham","Goo","1965-01-09",88103,"Senior Staff"
"9999-01-01","Cannane","Lena","1965-01-31",88411,"Engineer"
"9999-01-01","Birsak","Jungsoon","1965-01-28",88422,"Technique Leader"
"9999-01-01","Ratnaker","Vasiliy","1965-01-10",88647,"Engineer"
"9999-01-01","Coombs","Vojin","1965-01-22",88958,"Senior Staff"
"9999-01-01","Hedayat","Mang","1965-01-20",88965,"Engineer"
"9999-01-01","Birjandi","Otmar","1965-01-24",89048,"Engineer"
"9999-01-01","Theuretzbacher","Tetsushi","1965-01-26",89090,"Senior Staff"
"9999-01-01","Yetto","Conal","1965-01-07",89161,"Senior Staff"
"9999-01-01","Erol","Along","1965-01-15",89207,"Senior Staff"
"9999-01-01","Comyn","Mansur","1965-01-13",89346,"Engineer"
"9999-01-01","Rothenberg","Guther","1965-01-27",89590,"Senior Staff"
"9999-01-01","Rossi","Pranjal","1965-01-20",89664,"Staff"
"9999-01-01","Mawatari","Aiman","1965-01-27",89680,"Engineer"
"9999-01-01","Shinomoto","Xiadong","1965-01-27",89806,"Engineer"
"9999-01-01","Ibel","Alexius","1965-01-26",89922,"Engineer"
"9999-01-01","Weedman","Arnould","1965-01-23",89941,"Senior Staff"
"9999-01-01","Guerreiro","Vivian","1965-01-24",90077,"Assistant Engineer"
"9999-01-01","Bale","Renny","1965-01-01",90084,"Engineer"
"9999-01-01","Denis","Bader","1965-01-15",90211,"Engineer"
"9999-01-01","Assaf","Koichi","1965-01-09",90292,"Engineer"
"9999-01-01","Chepyzhov","Fumiko","1965-01-24",90518,"Senior Staff"
"9999-01-01","Trogemann","Yonghoan","1965-01-29",90614,"Assistant Engineer"
"9999-01-01","DasSarma","Rajmohan","1965-01-03",90692,"Senior Staff"
"9999-01-01","Melter","Kazuhisa","1965-01-19",91172,"Senior Staff"
"9999-01-01","Schwartzburd","Lucien","1965-01-04",91182,"Engineer"
"9999-01-01","Hebden","Yahiko","1965-01-01",91229,"Engineer"
"9999-01-01","Milicic","Gunilla","1965-01-13",91256,"Staff"
"9999-01-01","Stafford","Lobel","1965-01-27",91333,"Staff"
"9999-01-01","Nilsson","Jamaludin","1965-01-04",91415,"Senior Staff"
"9999-01-01","Msuda","Dmitry","1965-01-29",91648,"Senior Staff"
"9999-01-01","Kilgore","Aria","1965-01-04",92438,"Engineer"
"9999-01-01","McFarlan","Visit","1965-01-24",92454,"Engineer"
"9999-01-01","Farrow","Zhanqiu","1965-01-06",92577,"Assistant Engineer"
"9999-01-01","Merro","Ranga","1965-01-18",92598,"Assistant Engineer"
"9999-01-01","Atchley","Mang","1965-01-26",92685,"Senior Staff"
"9999-01-01","Candan","Claude","1965-01-22",92841,"Senior Staff"
"9999-01-01","Kropatsch","Anyuan","1965-01-11",92846,"Senior Staff"
"9999-01-01","Hutter","Huei","1965-01-20",92920,"Engineer"
"9999-01-01","Kabayashi","Jaques","1965-01-19",93040,"Senior Engineer"
"9999-01-01","Walston","Richara","1965-01-11",93220,"Senior Engineer"
"9999-01-01","Penn","Magdalena","1965-02-01",93278,"Engineer"
"9999-01-01","Coullard","Arie","1965-02-01",93549,"Senior Staff"
"9999-01-01","Neimat","Kristina","1965-01-13",93600,"Technique Leader"
"9999-01-01","Cronau","Ramzi","1965-01-26",94331,"Technique Leader"
"9999-01-01","Cesareni","Aran","1965-01-01",94416,"Senior Staff"
"9999-01-01","Zaccaria","Hitofumi","1965-01-27",94761,"Engineer"
"9999-01-01","Matheson","Heping","1965-01-13",94944,"Engineer"
"9999-01-01","Cappelli","Yishai","1965-01-28",95181,"Staff"
"9999-01-01","Guerreiro","Kristin","1965-01-18",95286,"Engineer"
"9999-01-01","Koblick","Rasiah","1965-01-22",95314,"Senior Staff"
"9999-01-01","Lyonns","Alair","1965-01-08",95406,"Engineer"
"9999-01-01","Ramaiah","Gianluca","1965-01-13",95416,"Engineer"
"9999-01-01","Loncour","Kristinn","1965-01-11",95509,"Engineer"
"9999-01-01","Hegner","Nobuyoshi","1965-01-19",95920,"Senior Staff"
"9999-01-01","Garrabrants","Kokou","1965-01-13",96571,"Senior Engineer"
"9999-01-01","Tasistro","Mohan","1965-01-18",96579,"Engineer"
"9999-01-01","Vecchio","Arumugam","1965-01-07",96767,"Senior Engineer"
"9999-01-01","Chinen","Jeanna","1965-01-09",97018,"Engineer"
"9999-01-01","Janetzko","Haldon","1965-01-25",97623,"Senior Staff"
"9999-01-01","Hegner","Avishai","1965-01-31",97661,"Senior Staff"
"9999-01-01","Huttel","Sumali","1965-01-12",98288,"Senior Staff"
"9999-01-01","Kadhim","Ziya","1965-01-16",98306,"Senior Engineer"
"9999-01-01","Assaf","Florina","1965-01-29",98639,"Staff"
"9999-01-01","Reeken","Shugo","1965-01-30",99057,"Staff"
"9999-01-01","Christianini","Xiaobin","1965-01-13",99373,"Senior Staff"
"9999-01-01","Francisci","Carrsten","1965-01-18",99377,"Senior Engineer"
"9999-01-01","Anily","Dhritiman","1965-01-24",99590,"Staff"
"9999-01-01","Motley","Mahendra","1965-01-30",99654,"Senior Staff"
"9999-01-01","Peral","Hisao","1965-01-19",100865,"Engineer"
"9999-01-01","Aamodt","Heejo","1965-01-18",100916,"Engineer"
"9999-01-01","Sury","Abdelaziz","1965-01-14",101487,"Senior Staff"
"9999-01-01","Homond","Mori","1965-01-22",101647,"Senior Staff"
"9999-01-01","Millington","Mantis","1965-01-14",101902,"Senior Staff"
"9999-01-01","Templeman","Adin","1965-01-03",102620,"Engineer"
"9999-01-01","Albarhamtoshy","Djenana","1965-01-16",103196,"Senior Staff"
"9999-01-01","Swen","Visit","1965-01-07",103310,"Senior Staff"
"9999-01-01","Peternell","Susanne","1965-01-03",103316,"Engineer"
"9999-01-01","Hellwagner","Beshir","1965-01-03",103342,"Engineer"
"9999-01-01","Halloran","Heping","1965-01-31",103756,"Assistant Engineer"
"9999-01-01","Zyda","Pranjal","1965-01-31",104133,"Senior Staff"
"9999-01-01","Lodder","Werner","1965-01-29",104845,"Senior Staff"
"9999-01-01","Litzler","Parviz","1965-01-07",104988,"Engineer"
"9999-01-01","Reeker","Kwun","1965-01-01",105342,"Technique Leader"
"9999-01-01","Matzov","Diederik","1965-01-29",105356,"Engineer"
"9999-01-01","Stafford","Mohamadou","1965-01-08",105432,"Engineer"
"9999-01-01","Lienhardt","Haldun","1965-01-01",105520,"Senior Staff"
"9999-01-01","Cromarty","Sachem","1965-01-15",105731,"Assistant Engineer"
"9999-01-01","Schurmann","Naftali","1965-01-14",106096,"Engineer"
"9999-01-01","Thisen","Nevio","1965-02-01",106242,"Staff"
"9999-01-01","Garrabrants","Lijie","1965-01-31",106695,"Senior Staff"
"9999-01-01","Anandan","Babette","1965-01-31",106710,"Senior Staff"
"9999-01-01","Luiz","Siamak","1965-01-23",107486,"Senior Engineer"
"9999-01-01","Chleq","Fabrizio","1965-01-23",107737,"Senior Engineer"
"9999-01-01","Crooks","Shahab","1965-01-13",107792,"Staff"
"9999-01-01","Walston","Ramya","1965-01-26",107828,"Staff"
"9999-01-01","Ghemri","Hisao","1965-01-09",108091,"Staff"
"9999-01-01","Samarati","Randi","1965-01-24",108198,"Staff"
"9999-01-01","Stellhorn","Shai","1965-01-02",108316,"Senior Engineer"
"9999-01-01","Baek","Oksana","1965-01-19",108988,"Staff"
"9999-01-01","Kandlur","Jamaludin","1965-02-01",109062,"Senior Engineer"
"9999-01-01","Delgrande","Gor","1965-01-11",109211,"Senior Engineer"
"9999-01-01","Winter","Moty","1965-01-15",109252,"Technique Leader"
"9999-01-01","Schach","Bangqing","1965-01-21",109278,"Staff"
"9999-01-01","Etalle","Menkae","1965-01-31",109552,"Assistant Engineer"
"9999-01-01","Auyong","Stamatina","1965-02-01",109598,"Senior Staff"
"9999-01-01","Cannata","Mani","1965-01-02",109620,"Staff"
"9999-01-01","Walston","Arco","1965-01-17",109703,"Engineer"
"9999-01-01","Fadgyas","Hatem","1965-01-11",109741,"Senior Engineer"
"9999-01-01","Chorvat","Godehard","1965-01-26",109953,"Staff"
"9999-01-01","Luff","Chuanti","1965-01-08",200267,"Senior Staff"
"9999-01-01","Fujisaki","Akemi","1965-01-27",200312,"Senior Engineer"
"9999-01-01","Quaggetto","Kirk","1965-01-10",200363,"Senior Engineer"
"9999-01-01","Denos","Dinah","1965-01-09",200735,"Senior Staff"
"9999-01-01","Camurati","Susumu","1965-01-14",200789,"Staff"
"9999-01-01","Khasidashvili","Alejandra","1965-01-03",201229,"Staff"
"9999-01-01","Perl","Anneli","1965-01-15",201708,"Senior Staff"
"9999-01-01","Kakkad","Fan","1965-01-01",201709,"Staff"
"9999-01-01","Terekhov","Genta","1965-01-16",201739,"Assistant Engineer"
"9999-01-01","Genin","Waiman","1965-01-12",201801,"Senior Engineer"
"9999-01-01","DeMori","Sudharsan","1965-01-02",201915,"Senior Engineer"
"9999-01-01","Schmiedel","Ortrun","1965-01-16",202291,"Engineer"
"9999-01-01","Perko","Gully","1965-01-09",202403,"Engineer"
"9999-01-01","Murthy","Zvonko","1965-01-13",202414,"Senior Staff"
"9999-01-01","Saoudi","Morris","1965-01-05",202552,"Senior Engineer"
"9999-01-01","Matzke","Kerhong","1965-01-19",202826,"Engineer"
"9999-01-01","Koshino","Isaac","1965-01-25",202882,"Senior Engineer"
"9999-01-01","Pietrzykowski","Giordano","1965-01-17",202950,"Senior Staff"
"9999-01-01","Jonsson","Hugh","1965-01-03",203474,"Staff"
"9999-01-01","Gips","Zongyan","1965-01-02",203495,"Technique Leader"
"9999-01-01","DiGiano","Ewing","1965-01-21",203599,"Technique Leader"
"9999-01-01","Thimonier","Sasan","1965-01-30",203720,"Senior Staff"
"9999-01-01","Marwedel","Yefim","1965-01-23",203946,"Senior Staff"
"9999-01-01","Nooteboom","Jessie","1965-01-10",204117,"Staff"
"9999-01-01","Bergere","Susuma","1965-01-22",204133,"Senior Staff"
"9999-01-01","Worfolk","Arve","1965-01-09",204246,"Staff"
"9999-01-01","Huttel","Gretta","1965-01-03",204425,"Senior Engineer"
"9999-01-01","Lichtner","Hein","1965-01-22",204470,"Senior Staff"
"9999-01-01","Maginnis","Franziska","1965-01-27",204471,"Engineer"
"9999-01-01","Mandelberg","Susanne","1965-01-22",204764,"Senior Engineer"
"9999-01-01","Awdeh","Yahiko","1965-01-26",205018,"Engineer"
"9999-01-01","Kornyak","Moni","1965-01-23",205085,"Technique Leader"
"9999-01-01","Spinelli","Leszek","1965-01-05",205174,"Staff"
"9999-01-01","Setiz","Mary","1965-01-04",205500,"Senior Engineer"
"9999-01-01","Broder","Stabislas","1965-01-21",205627,"Senior Engineer"
"9999-01-01","Barreiro","Kien","1965-01-27",205660,"Staff"
"9999-01-01","Yetto","Youjian","1965-01-31",205699,"Senior Staff"
"9999-01-01","Skafidas","Limsoon","1965-01-31",205789,"Senior Staff"
"9999-01-01","Kusalik","Aiichiro","1965-01-06",205863,"Senior Engineer"
"9999-01-01","Fabrizio","Yucai","1965-01-07",206748,"Staff"
"9999-01-01","Pfau","Guadalupe","1965-01-12",206836,"Senior Staff"
"9999-01-01","Sichman","Tzu","1965-01-21",206966,"Engineer"
"9999-01-01","Akaboshi","Jacqueline","1965-01-20",207021,"Engineer"
"9999-01-01","Ariola","Zhiguo","1965-01-13",207068,"Senior Staff"
"9999-01-01","Schrooten","Kellie","1965-01-25",207204,"Assistant Engineer"
"9999-01-01","Barbanera","Shuji","1965-01-04",207401,"Senior Staff"
"9999-01-01","Falck","Baziley","1965-01-15",207551,"Assistant Engineer"
"9999-01-01","Kamble","Chinya","1965-01-16",207779,"Senior Staff"
"9999-01-01","Vieth","Remko","1965-01-07",207980,"Senior Staff"
"9999-01-01","Rothenberg","Manu","1965-01-09",208147,"Senior Engineer"
"9999-01-01","Flanders","Shen","1965-01-11",208330,"Staff"
"9999-01-01","Lukaszewicz","Larisa","1965-01-27",208639,"Staff"
"9999-01-01","Schade","Phillip","1965-01-23",208653,"Engineer"
"9999-01-01","Juneja","Pranjal","1965-01-30",208784,"Senior Engineer"
"9999-01-01","Edelhoff","Xinyu","1965-01-05",209101,"Senior Engineer"
"9999-01-01","Garnier","Krassimir","1965-01-19",209443,"Senior Staff"
"9999-01-01","Covnot","Dante","1965-01-09",209565,"Senior Staff"
"9999-01-01","Baak","Nimmagadda","1965-01-17",209712,"Assistant Engineer"
"9999-01-01","Lovengreen","Shalesh","1965-01-28",210017,"Senior Staff"
"9999-01-01","Zeilberger","Lihong","1965-01-18",210292,"Staff"
"9999-01-01","Lagarias","Gino","1965-01-19",210449,"Engineer"
"9999-01-01","Stenning","Saniya","1965-01-25",210752,"Senior Staff"
"9999-01-01","Ranze","Werner","1965-01-31",210786,"Staff"
"9999-01-01","Ratnaker","Domenico","1965-01-08",211858,"Engineer"
"9999-01-01","Ranze","Gao","1965-01-12",211879,"Senior Engineer"
"9999-01-01","Bain","Anwar","1965-01-07",211967,"Engineer"
"9999-01-01","Henders","Leni","1965-01-11",212093,"Senior Staff"
"9999-01-01","Holburn","Sailaja","1965-01-17",212154,"Senior Staff"
"9999-01-01","Stanfel","Claudi","1965-01-16",212361,"Engineer"
"9999-01-01","Fontan","Yongmao","1965-01-22",213016,"Engineer"
"9999-01-01","Danecki","Tru","1965-01-10",213140,"Staff"
"9999-01-01","Narwekar","Pranas","1965-01-04",213384,"Engineer"
"9999-01-01","Perly","Armond","1965-02-01",213447,"Senior Engineer"
"9999-01-01","Cardazo","Xiaoqiang","1965-01-25",214215,"Senior Staff"
"9999-01-01","Klassen","Rayond","1965-01-15",214391,"Senior Staff"
"9999-01-01","Molberg","Peer","1965-01-29",214427,"Engineer"
"9999-01-01","Kohling","Ingmar","1965-01-27",214539,"Engineer"
"9999-01-01","Vickson","Shirish","1965-01-12",214634,"Senior Engineer"
"9999-01-01","Chepyzhov","Arfst","1965-01-28",214789,"Engineer"
"9999-01-01","Angel","Gopalakrishnan","1965-02-01",214866,"Senior Engineer"
"9999-01-01","Hoppenstand","Dinkar","1965-01-12",214995,"Engineer"
"9999-01-01","Kroha","Flemming","1965-01-16",215419,"Staff"
"9999-01-01","Manders","Munehiro","1965-01-15",215629,"Staff"
"9999-01-01","Speer","Sven","1965-01-08",215746,"Staff"
"9999-01-01","Loncour","Pramod","1965-01-30",215843,"Staff"
"9999-01-01","Angiulli","Sahrah","1965-01-24",216054,"Staff"
"9999-01-01","Cromarty","Aiichiro","1965-01-22",216342,"Senior Engineer"
"9999-01-01","Gustavson","Byong","1965-01-16",216375,"Senior Engineer"
"9999-01-01","Suermann","Xiaocheng","1965-01-26",216502,"Engineer"
"9999-01-01","Vidya","Ashish","1965-01-29",216573,"Engineer"
"9999-01-01","Lenart","Lena","1965-01-22",216921,"Staff"
"9999-01-01","Engberts","Otmar","1965-01-11",217026,"Staff"
"9999-01-01","Puoti","Masami","1965-01-12",217080,"Senior Engineer"
"9999-01-01","Eldridge","Yuchang","1965-01-21",217272,"Staff"
"9999-01-01","Spelt","Yannik","1965-01-05",217286,"Technique Leader"
"9999-01-01","Denis","Abdelwaheb","1965-01-10",217320,"Engineer"
"9999-01-01","Marzano","Horward","1965-01-14",217363,"Staff"
"9999-01-01","Molenaar","Jianhao","1965-01-21",217387,"Senior Engineer"
"9999-01-01","Lukaszewicz","Panayotis","1965-01-02",217551,"Engineer"
"9999-01-01","Servieres","Shay","1965-02-01",217800,"Senior Staff"
"9999-01-01","Poupard","Mokhtar","1965-01-26",218022,"Technique Leader"
"9999-01-01","Garnham","Jiong","1965-01-24",218100,"Senior Staff"
"9999-01-01","DuBourdieux","Unal","1965-01-16",218831,"Engineer"
"9999-01-01","Bierman","Kristine","1965-01-18",219035,"Technique Leader"
"9999-01-01","Kusalik","Aemilian","1965-01-30",219047,"Engineer"
"9999-01-01","Acton","Marsal","1965-01-06",219052,"Staff"
"9999-01-01","Denna","Subhrajyoti","1965-01-29",219417,"Staff"
"9999-01-01","Zastre","Moie","1965-01-22",219497,"Technique Leader"
"9999-01-01","Reeken","Susanna","1965-01-16",219967,"Senior Staff"
"9999-01-01","Asser","Demos","1965-01-17",220029,"Senior Engineer"
"9999-01-01","Slaats","Reinhard","1965-01-09",220131,"Senior Engineer"
"9999-01-01","Laventhal","Poorav","1965-01-23",220418,"Staff"
"9999-01-01","Rabehasaina","Sibyl","1965-01-06",220528,"Senior Staff"
"9999-01-01","Zielinski","Poornachandra","1965-01-08",220582,"Staff"
"9999-01-01","Babb","Yuping","1965-01-23",220611,"Staff"
"9999-01-01","Deville","Shigenori","1965-01-25",220625,"Technique Leader"
"9999-01-01","Gyimothy","Nahid","1965-01-07",220699,"Staff"
"9999-01-01","Orlowska","Perla","1965-01-17",220799,"Senior Engineer"
"9999-01-01","dAstous","Tesuya","1965-01-23",221126,"Engineer"
"9999-01-01","Farris","Saddek","1965-01-13",221367,"Senior Staff"
"9999-01-01","Pocchiola","Abdulah","1965-01-28",221369,"Engineer"
"9999-01-01","Marrevee","Djenana","1965-01-06",221435,"Senior Engineer"
"9999-01-01","Kalefeld","Sangeeta","1965-01-17",221973,"Senior Staff"
"9999-01-01","Uludag","Stein","1965-01-21",222206,"Staff"
"9999-01-01","Billingsley","Miyeon","1965-01-20",222311,"Senior Engineer"
"9999-01-01","Chvatal","Matt","1965-01-20",222319,"Senior Engineer"
"9999-01-01","Schlumberger","Valdiodio","1965-01-15",222354,"Engineer"
"9999-01-01","Schapire","Badri","1965-02-01",222616,"Assistant Engineer"
"9999-01-01","Kushner","Kazuhiko","1965-01-22",222770,"Senior Engineer"
"9999-01-01","Zallocco","Annemarie","1965-01-10",222878,"Engineer"
"9999-01-01","Erol","Limsoon","1965-01-10",222926,"Senior Engineer"
"9999-01-01","Suermann","Gopalakrishnan","1965-01-28",222952,"Engineer"
"9999-01-01","Awdeh","Leaf","1965-01-07",222998,"Senior Staff"
"9999-01-01","Moehrke","Hidefumi","1965-01-20",223593,"Staff"
"9999-01-01","Dredge","Chiranjit","1965-02-01",223595,"Technique Leader"
"9999-01-01","Bressoud","Annemarie","1965-01-02",224135,"Engineer"
"9999-01-01","Chachaty","Perry","1965-01-29",224335,"Engineer"
"9999-01-01","Shobatake","TRUE","1965-01-24",224390,"Senior Staff"
"9999-01-01","Miake","George","1965-01-05",224934,"Staff"
"9999-01-01","Quaggetto","Remmert","1965-01-14",225438,"Staff"
"9999-01-01","Genin","Masasuke","1965-01-13",225601,"Engineer"
"9999-01-01","Kieras","Ipke","1965-01-08",225788,"Engineer"
"9999-01-01","Remmele","Ramalingam","1965-01-26",225867,"Senior Engineer"
"9999-01-01","Cooman","Mooi","1965-01-19",225964,"Engineer"
"9999-01-01","Gini","Giordano","1965-01-28",226216,"Technique Leader"
"9999-01-01","Erva","Herbert","1965-01-07",226227,"Engineer"
"9999-01-01","Murtha","Gio","1965-01-12",227354,"Engineer"
"9999-01-01","Schnabel","Macha","1965-01-11",227476,"Engineer"
"9999-01-01","Rousseau","Mikhail","1965-01-30",227681,"Staff"
"9999-01-01","Luce","Garnik","1965-01-23",227899,"Staff"
"9999-01-01","Azuma","Francesca","1965-01-26",227901,"Senior Staff"
"9999-01-01","Kroll","IEEE","1965-01-18",228098,"Engineer"
"9999-01-01","Plump","Yuriy","1965-01-09",228248,"Senior Staff"
"9999-01-01","Brendel","Bilhanan","1965-01-03",228554,"Senior Staff"
"9999-01-01","Smailagic","Nahla","1965-01-11",228766,"Senior Engineer"
"9999-01-01","Yurek","Berry","1965-01-08",229098,"Senior Staff"
"9999-01-01","Lichtman","Fabrizio","1965-01-21",229220,"Engineer"
"9999-01-01","Terekhov","Harjit","1965-01-27",229248,"Staff"
"9999-01-01","Tasistro","Pohua","1965-01-03",229386,"Technique Leader"
"9999-01-01","Henseler","Paloma","1965-01-15",229391,"Senior Engineer"
"9999-01-01","Kilgour","Gilbert","1965-01-11",229404,"Staff"
"9999-01-01","Schach","Moni","1965-01-03",229547,"Staff"
"9999-01-01","Millington","Ewing","1965-01-23",229727,"Engineer"
"9999-01-01","Fordan","Jamaludin","1965-01-19",229981,"Engineer"
"9999-01-01","Backhouse","Tadahiro","1965-01-07",230002,"Senior Engineer"
"9999-01-01","Radivojevic","Bezalel","1965-01-31",230126,"Senior Staff"
"9999-01-01","Alameldin","Renny","1965-01-14",230287,"Assistant Engineer"
"9999-01-01","Lorho","Yinghua","1965-01-31",230354,"Staff"
"9999-01-01","Puppo","Kolar","1965-01-15",230498,"Engineer"
"9999-01-01","Negoita","Shahar","1965-01-17",230579,"Senior Staff"
"9999-01-01","Crabtree","Dietrich","1965-01-14",230689,"Senior Staff"
"9999-01-01","Brattka","Takushi","1965-01-02",230865,"Staff"
"9999-01-01","Siksek","Trygve","1965-01-22",231069,"Staff"
"9999-01-01","Pramanik","Nectarios","1965-01-28",231459,"Assistant Engineer"
"9999-01-01","Pearson","Chandrasekaran","1965-01-07",231671,"Staff"
"9999-01-01","Alvarado","Goetz","1965-01-28",231798,"Senior Engineer"
"9999-01-01","Anandan","Etsuo","1965-01-29",232178,"Staff"
"9999-01-01","Rouquie","Nitsan","1965-01-11",232209,"Engineer"
"9999-01-01","Ramsak","Barry","1965-01-23",232697,"Senior Engineer"
"9999-01-01","Bugrara","Tesuya","1965-01-14",232723,"Engineer"
"9999-01-01","Gargeya","Alselm","1965-01-20",233114,"Senior Engineer"
"9999-01-01","Lenart","Khalid","1965-01-06",233394,"Engineer"
"9999-01-01","Sundgren","Fay","1965-01-16",233397,"Staff"
"9999-01-01","Usery","Etsuo","1965-01-12",233426,"Engineer"
"9999-01-01","Riefers","Cedric","1965-01-17",233690,"Engineer"
"9999-01-01","Lodder","Zissis","1965-01-14",233759,"Engineer"
"9999-01-01","Chachaty","Kotesh","1965-01-20",233765,"Engineer"
"9999-01-01","Ballarin","Baziley","1965-01-30",233785,"Senior Staff"
"9999-01-01","Heydon","Kellie","1965-01-01",233818,"Engineer"
"9999-01-01","Terkki","Luerbio","1965-01-07",234195,"Senior Staff"
"9999-01-01","Aamodt","Foong","1965-01-31",234739,"Senior Engineer"
"9999-01-01","Dratva","Irena","1965-01-17",235017,"Senior Staff"
"9999-01-01","Gyimothy","Sverrir","1965-01-21",235096,"Senior Staff"
"9999-01-01","Prochazka","Gro","1965-01-06",235325,"Engineer"
"9999-01-01","Joslin","Anneli","1965-01-09",235368,"Senior Engineer"
"9999-01-01","Heuser","Gio","1965-01-05",235458,"Senior Staff"
"9999-01-01","Anger","Henk","1965-02-01",235729,"Senior Staff"
"9999-01-01","Bergere","Sampalli","1965-01-17",235780,"Senior Engineer"
"9999-01-01","Spinelli","Jayesh","1965-01-03",235793,"Senior Engineer"
"9999-01-01","Raczkowsky","IEEE","1965-01-31",236315,"Technique Leader"
"9999-01-01","Maginnis","Yechezkel","1965-01-17",236566,"Staff"
"9999-01-01","Reinhard","Insup","1965-01-11",236591,"Senior Staff"
"9999-01-01","Rijckaert","Almudena","1965-01-28",236827,"Senior Engineer"
"9999-01-01","Olivero","Huan","1965-01-27",236883,"Staff"
"9999-01-01","Foote","Adel","1965-01-17",236964,"Staff"
"9999-01-01","Frezza","Miomir","1965-01-12",238112,"Technique Leader"
"9999-01-01","Suppi","Uno","1965-01-09",238252,"Staff"
"9999-01-01","Angelov","Vishv","1965-01-10",238422,"Senior Staff"
"9999-01-01","Cronin","Minghong","1965-01-09",238949,"Senior Staff"
"9999-01-01","Pocchiola","Tadahiko","1965-01-11",239067,"Staff"
"9999-01-01","Kitai","Abdulla","1965-01-13",239244,"Senior Staff"
"9999-01-01","Brender","Susumu","1965-01-01",239415,"Engineer"
"9999-01-01","Fairtlough","Vesna","1965-01-08",239426,"Engineer"
"9999-01-01","Michaels","Sugwoo","1965-01-04",239664,"Senior Engineer"
"9999-01-01","Bugrara","Arunas","1965-01-15",239706,"Assistant Engineer"
"9999-01-01","Dusink","Bilhanan","1965-01-23",239748,"Senior Staff"
"9999-01-01","Ernst","Oscal","1965-01-30",239803,"Staff"
"9999-01-01","Kobara","Mizuhito","1965-02-01",240132,"Staff"
"9999-01-01","Tischendorf","TRUE","1965-01-24",240236,"Engineer"
"9999-01-01","Greenaway","Kolar","1965-01-23",240285,"Staff"
"9999-01-01","Staylopatis","Mack","1965-01-14",240340,"Engineer"
"9999-01-01","Cyre","Temple","1965-01-02",240438,"Senior Staff"
"9999-01-01","Chorvat","Francesca","1965-01-06",240870,"Senior Staff"
"9999-01-01","Molenaar","Cedric","1965-01-23",241100,"Senior Engineer"
"9999-01-01","Anguita","Jagoda","1965-01-15",241254,"Senior Engineer"
"9999-01-01","Lampe","Uri","1965-01-29",241292,"Senior Staff"
"9999-01-01","Miara","Emran","1965-01-18",241567,"Engineer"
"9999-01-01","Olivero","Atilio","1965-01-28",241667,"Senior Engineer"
"9999-01-01","Boudaillier","Limsoon","1965-01-30",241728,"Senior Engineer"
"9999-01-01","Fetvedt","Bluma","1965-01-11",241872,"Staff"
"9999-01-01","Murrill","Herb","1965-01-09",242019,"Senior Engineer"
"9999-01-01","Pargas","Tomokazu","1965-01-12",242081,"Engineer"
"9999-01-01","Sudkamp","Richara","1965-01-05",242104,"Staff"
"9999-01-01","Iisaku","Bingning","1965-01-08",242500,"Senior Staff"
"9999-01-01","Levergood","Kazuyasu","1965-01-11",242800,"Engineer"
"9999-01-01","Deverell","Bowen","1965-01-02",243018,"Senior Staff"
"9999-01-01","Perz","Kazunori","1965-02-01",243077,"Senior Engineer"
"9999-01-01","Lodder","Abdulah","1965-01-04",243576,"Senior Staff"
"9999-01-01","Delgrange","Marjo","1965-01-16",243637,"Staff"
"9999-01-01","Basawa","Arch","1965-01-09",243898,"Staff"
"9999-01-01","Rebaine","Mokhtar","1965-01-10",244308,"Senior Staff"
"9999-01-01","Suwa","Masoud","1965-01-22",244605,"Staff"
"9999-01-01","Seuren","Boaz","1965-01-31",244624,"Staff"
"9999-01-01","Butner","Rosli","1965-01-25",244711,"Engineer"
"9999-01-01","Clouatre","Poorav","1965-01-27",244714,"Senior Engineer"
"9999-01-01","Hertweck","Shigenori","1965-01-15",244820,"Senior Engineer"
"9999-01-01","Oppitz","Arunachalam","1965-01-04",244873,"Senior Staff"
"9999-01-01","Winter","Filipp","1965-01-23",245164,"Senior Engineer"
"9999-01-01","Bottner","Gift","1965-01-31",245396,"Senior Staff"
"9999-01-01","Kilgore","Manohar","1965-01-18",245664,"Staff"
"9999-01-01","Melski","Zhongwei","1965-01-30",246146,"Senior Engineer"
"9999-01-01","Casperson","George","1965-01-09",246244,"Staff"
"9999-01-01","Tiemann","Alper","1965-01-06",246364,"Engineer"
"9999-01-01","Czaja","Shuzo","1965-01-04",246764,"Staff"
"9999-01-01","Strooper","Tianruo","1965-01-09",246798,"Staff"
"9999-01-01","Shanbhogue","Shih","1965-01-27",246902,"Staff"
"9999-01-01","Schahn","Seongbae","1965-01-17",247089,"Senior Staff"
"9999-01-01","Narlikar","Xiaobin","1965-01-23",247122,"Staff"
"9999-01-01","Bakhtari","Tzu","1965-01-28",247447,"Senior Engineer"
"9999-01-01","Bahk","Masako","1965-01-16",247456,"Engineer"
